SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaalde term medisch woordenboek;Matecat vertaling
415837002;Wavefront analysis;Wavefront analyse;wavefront analyse;Wavefront analyse
416122009;Klapping;Klapping;klapping;Klapping
416362002;Teriparatide therapy;teriparatide therapie;teriparatide therapie;Teriparatide therapie
416553003;Lymphatic pump;lymfatische pomp;lymfatische pomp;Lymfatische pomp
416947005;Glycoasparaginase mearurement;Glycoasparaginase mearurement;glycoasparaginase mearurement;Glycoasparaginase mearurement
417215002;Diagnostic palpation;diagnostische palpatie;diagnostische palpatie;Diagnostische palpatie
417491009;Neonatal hearing test;Neonatale gehoortest;neonatale gehoortest;Neonatale gehoortest
417536004;En bloc osteotomy;En bloc osteotomie;en bloc osteotomie;Nl blok osteotomie
418390009;Temporary eyelid closure;Tijdelijke ooglid sluiting;tijdelijke ooglid sluiting;Tijdelijke ooglid sluiting
418432003;Scintimammogram;Scintimammogram;scintimammogram;Scintimammogram
418993004;Flicker perimetry;Flicker perimetrie;flicker perimetrie;Flikkeren van perimetry
420723004;Antifilarial prophylaxis;Antifilarial profylaxe;antifilarial profylaxe;Antifilarial profylaxe
420729000;Diode laser hyperthermia;Diode laser hyperthermie;diode laser hyperthermie;Diode laser hyperthermie
423553008;Goldmann perimetry;Goldmann perimetrie;goldmann perimetrie;Goldmann perimetrie
423570000;Removal of vascular sheath;Verwijdering van vasculaire schede;verwijdering van vasculaire schede;Verwijdering van vasculaire schede
423827005;Endoscopy;endoscopie;endoscopie;Endoscopie
424128006;Decompression;decompressie;decompressie;Decompressie
424287005;Removal of peripheral intravenous catheter;Verwijdering van perifere intraveneuze katheter;verwijdering van perifere intraveneuze katheter;Verwijdering van perifere intraveneuze katheter
424514005;Speech and language therapy case management;Logopedie case management;logopedie case management;Spraak - en taal therapie casebeheer
424592008;Regional extracoporeal perfusion;Regionale extracoporeal perfusie;regionale extracoporeal perfusie;Regionale radiale perfusie
425721004;Endoscopic osteochondral autograft;Endoscopische osteochondrale autograft;endoscopische osteochondrale autograft;Endoscopische osteochondrale autograft
425789000;Transluminal intracardiac echocardiography;Transluminale intracardiale echocardiografie;transluminale intracardiale echocardiografie;Transluminale intracardiale echocardiografie
425917001;Intramuscular hormone therapy;Intramusculaire hormoontherapie;intramusculaire hormoontherapie;Intramusculaire hormoontherapie
426036002;Fertiloscopy;Fertiloscopy;fertiloscopy;Fertiloscopy
426329006;Fluorescence in situ hybridization;Fluorescentie in situ hybridisatie;fluorescentie in situ hybridisatie;Fluorescentie in situ hybridisatie
426738005;Duodenal switch;duodenale switch;duodenale switch;duodenale switch
426868006;Removal of transobturator tape;Verwijdering van transobturator tape;verwijdering van transobturator tape;Verwijdering van transobturator tape
427074001;Laparoscopic sleeve gastrectomy;Laparoscopische sleeve gastrectomie;laparoscopische sleeve gastrectomie;Laparoscopische sleeve gastrectomie
427314002;Antiviral therapy;antivirale therapie;antivirale therapie;antivirale therapie
427357007;Cryosurgery;cryochirurgie;cryochirurgie;cryochirurgie
427980007;Sleeve gastrectomy with duodenal switch;Sleeve gastrectomie met duodenale switch;sleeve gastrectomie met duodenale switch;Sleeve gastrectomie met duodenale switch
428419009;Thrombolysis of access catheter;Trombolyse toegang katheter;trombolyse , toegang katheter;Trombolyse toegang katheter
428426009;Notification of physician;Kennisgeving van arts;kennisgeving van arts;Kennisgeving van arts
428547005;Spinal fusion for scoliosis;Spinale fusie voor scoliose;spinale fusie voor scoliose;Spinale fusie voor scoliose
428647001;Ponseti manipulation;Ponseti manipulatie;ponseti manipulatie;Ponseti manipulatie
429199008;Subligamental cordectomy;Subligamental cordectomy;subligamental cordectomy;Subligamental cordectomy
429313002;Uvulopalatoplasty;Uvulopalatoplasty;uvulopalatoplasty;Uvulopalatoplasty
429727009;Primary percutaneous endoscopic excision of thoracic intervertebral disc;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf;primaire percutane endoscopische excisie van thoracale tussenwervelschijf;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf
429769008;Spinal fusion for kyphosis;Spinale fusie voor kyfose;spinale fusie voor kyfose;Spinale fusie voor kyfose
429882005;Biopsy of bursa;Biopsie van bursa;biopsie van bursa;Biopsie van bursa
429889001;Biopsy of fascia;Biopsie van fascia;biopsie van fascia;Biopsie van fascia
430122006;Biopsy of pituitary gland;Biopsie van hypofyse;biopsie van hypofyse;Biopsie van hypofyse
430193006;Medication Reconciliation;medicatie verzoening;medicatie verzoening;medicatie verzoening
430447002;Computed tomography for radiotherapy planning;Computertomografie voor radiotherapie planning;computertomografie voor radiotherapie planning;Computertomografie voor radiotherapie planning
431676002;Computed tomography venography;Computertomografie venografie;computertomografie venografie;Computertomografie venografie
431748001;Intracardiac ultrasonography;intracardiale echografie;intracardiale echografie;intracardiale echografie
431765005;Screening for dysphagia;Screening op dysfagie;screening op dysfagie;Screening op dysfagie
432138007;Handoff communication;handoff communicatie;handoff communicatie;handoff communicatie
432771002;Computed tomography sinogram;Computertomografie sinogram;computertomografie sinogram;Computertomografie sinogram
433235006;Fetal echocardiography;foetale echocardiografie;foetale echocardiografie;Foetale echocardiografie
433236007;Transthoracic echocardiography;transthoracale echocardiografie;transthoracale echocardiografie;Transthoracic echocardiografie
438338008;Total gastrectomy with extended lymphadenectomy;Totale gastrectomie met uitgebreide lymfadenectomie;totale gastrectomie met uitgebreide lymfadenectomie;Totale Gastrectomie met uitgebreide lymphadenectomy
438547004;Postoperative physical examination;Postoperatieve lichamelijk onderzoek;postoperatieve lichamelijk onderzoek;Postoperatieve lichamelijk onderzoek
438781008;Reconstruction of vena cava;Reconstructie van vena cava;reconstructie van vena cava;Reconstructie van de vena cava
438828007;Trichogram;trichogram;trichogram;Trichogram
439235001;Laparoscopic radical nephrectomy;Laparoscopische radicale nefrectomie;laparoscopische radicale nefrectomie;Laparoscopische radicale Nefrectomie
439324009;Mammogram in compression view;Mammogram in compressie view;mammogram in compressie view;Mammogram compressie volgens
439351007;Speculoscopy;Speculoscopy;speculoscopy;Speculoscopy
439569004;Resuscitation;reanimatie;reanimatie;Reanimatie
439719009;Pasteurization;Pasteurisatie;pasteurisatie;Pasteuriseren
439742002;Respiratory isolation;respiratoire isolatie;respiratoire isolatie;respiratoire isolatie
440054002;Mechanical construction;mechanische constructie;mechanische constructie;mechanische constructie
440196001;Osteotomy of carpals and metacarpals;Osteotomie van carpals en metacarpals;osteotomie van carpals en metacarpals;Osteotomie van carpals en middelhandsbeentjes
440451003;Parallel beam scanography;Parallel beam scanography;parallel beam scanography;Parallelle lichtbundel scanography
442373004;Revisional laminoplasty of cervical spine;Revisional laminoplasty van cervicale wervelkolom;revisional laminoplasty van cervicale wervelkolom;Revisional laminoplasty van de cervicale wervelkolom
442490009;Removal of etonogestrel implant;Verwijdering van etonogestrel implantaat;verwijdering van etonogestrel implantaat;Verwijdering van etonogestrel implantaat
442737009;Appendicovesicostomy;Appendicovesicostomy;appendicovesicostomy;Appendicovesicostomy
443497002;Excision of sentinel lymph node;Excisie van schildwachtklier;excisie van schildwachtklier;Excisie van sentinel lymfeklier
444572006;Drainage of fascia;Drainage van fascia;drainage van fascia;Drainage van de fascia
444592004;Drainage of mediastinum;Drainage van mediastinum;drainage van mediastinum;Drainage van het mediastinum
445901000;Endobronchial ultrasonography;endobronchiale echografie;endobronchiale echografie;Endobronchial Ultrasonografie
446414002;Sigmoidoscopy and tattooing;Sigmo ï doscopie en tatoe ë ren;sigmo ï doscopie en tatoe ë ren;Sigmo ï doscopie en tatoe ë ren
446652009;Laparotomy and decompression of intestine;Laparotomie en decompressie van de darm;laparotomie en decompressie van de darm;Laparotomie en decompressie van darm
446683008;Craniotomy and decompression of brain;Craniotomie en decompressie van de hersenen;craniotomie en decompressie van de hersenen;Craniotomy en decompressie van hersenen
446737007;Esophagoscopy and bougienage;Oesofagoscopie en bougienage;oesofagoscopie en bougienage;Esophagoscopy en bougienage
446848007;Craniotomy and evacuation of blood clot;Craniotomie en evacuatie van bloedstolsel;craniotomie en evacuatie van bloedstolsel;Craniotomy en de evacuatie van bloedstolsel
446878003;Transluminal angioplasty;transluminale angioplastiek;transluminale angioplastiek;Transluminale angioplasty
447001002;Falloposcopy;Falloposcopy;falloposcopy;Falloposcopy
447338009;Aspiration of endometrium;Aspiratie van endometrium;aspiratie van endometrium;Aspiratie van endometrium
447346005;Cardiopulmonary exercise test;Cardiopulmonale inspanningstest;cardiopulmonale inspanningstest;Cardiopulmonale inspanningstest
447427005;Laparoscopic nephropyelolithotomy;laparoscopische nephropyelolithotomy;laparoscopische nephropyelolithotomy;Laparoscopische nephropyelolithotomy
447758007;Chevron osteotomy;Chevron osteotomie;chevron osteotomie;Chevron - osteotomie
447855004;Manipulation of enterostomy stoma;Manipulatie van enterostomie stoma;manipulatie van enterostomie stoma;Manipulatie van enterostomy stoma
447892004;Reversal of duodenal switch;Omkering van duodenale switch;omkering van duodenale switch;Omkering van duodenale switch
447936000;Excision of intrahepatic bile duct;Excisie van intrahepatische galwegen;excisie van intrahepatische galwegen;Excisie van Intrahepatische gal duct
447975009;Sleeve resection of bronchus and anastomosis;Sleeve resectie van bronchus en anastomose;sleeve resectie van bronchus en anastomose;Sleeve resectie van bronchi ë n en wapendrager
448245009;External fixation of humerus;Externe fixatie van humerus;externe fixatie van humerus;Externe fixatie van humerus
448261006;Biopsy of fibula;Biopsie van fibula;biopsie van fibula;Biopsie van fibula
448405003;Mitchell osteotomy;Mitchell osteotomie;mitchell osteotomie;Mitchell - osteotomie
448751003;Microforaminotomy of cervical spine;Microforaminotomy van cervicale wervelkolom;microforaminotomy van cervicale wervelkolom;Microforaminotomy van de cervicale wervelkolom
448978008;Biopsy of radius;Biopsie van radius;biopsie van radius;Biopsie van radius
448979000;Biopsy of tibia;Biopsie van tibia;biopsie van tibia;Biopsie van tibia
449093001;External fixation of radius;Externe fixatie van radius;externe fixatie van radius;Externe fixatie voor radius
449148006;Sacrohysteropexy;Sacrohysteropexy;sacrohysteropexy;Sacrohysteropexy
449314004;Separation of symmetrical conjoined twins;Scheiding van symmetrische Siamese tweeling;scheiding van symmetrische siamese tweeling;Scheiding van symmetrische Siamese tweeling
449365007;Infusion of vancomycin;Infusie van vancomycine;infusie van vancomycine;Infusie van vancomycine
449653000;Manipulation of lower leg;Manipulatie van onderbeen;manipulatie van onderbeen;Manipulatie van het onderbeen
449661005;Reconstruction of lower leg;Reconstructie van onderbeen;reconstructie van onderbeen;Reconstructie van het onderbeen
449672000;Excision of upper arm;Excisie van bovenarm;excisie van bovenarm;Excisie van bovenarm
449679009;Manipulation of upper arm;Manipulatie van bovenarm;manipulatie van bovenarm;Manipulatie van bovenarm
450347006;Aspiration of bronchus;Aspiratie van bronchus;aspiratie van bronchus;Aspiratie van bronchi ë n
450918007;Nasopharyngolaryngoscopy;Nasopharyngolaryngoscopy;nasopharyngolaryngoscopy;Nasopharyngolaryngoscopy
472824009;Fetal echocardiography screening;Foetale echocardiografie screening;foetale echocardiografie screening;Foetale echocardiografie screening
472826006;Fetal kinetocardiography;foetale kinetocardiography;foetale kinetocardiography;foetale kinetocardiography
609238007;Percutaneous endopyelotomy;percutane endopyelotomy;percutane endopyelotomy;percutane endopyelotomy
699041005;Warfarin prophylaxis;warfarine profylaxe;warfarine profylaxe;warfarine profylaxe
699138004;Carvedilol therapy;carvedilol therapie;carvedilol therapie;carvedilol therapie
699463009;Intermittent pulse oximetry;Intermitterende pulsoximetrie;intermitterende pulsoximetrie;Intermitterende pulsoximetrie
699722004;Nebivolol therapy;nebivolol therapie;nebivolol therapie;nebivolol therapie
699724003;Laparoscopic uretero-ureterostomy;Laparoscopische uretero - ureterostomie;laparoscopische uretero - ureterostomie;Laparoscopische uretero - ureterostomie
699725002;Laparoscopic transureteroureterostomy;laparoscopische transureteroureterostomy;laparoscopische transureteroureterostomy;laparoscopische transureteroureterostomy
699944004;Bisoprolol therapy;Bisoprolol therapie;bisoprolol therapie;Bisoprolol therapie
700139004;Denosumab therapy;denosumab therapie;denosumab therapie;denosumab therapie
700356003;Radium 226 brachytherapy;Radium 226 brachytherapie;radium 226 brachytherapie;Radium 226 brachytherapie
700357007;Radium 223 brachytherapy;Radium 223 brachytherapie;radium 223 brachytherapie;Radium 223 brachytherapie
702603003;Laparoscopic hysterosacropexy;laparoscopische hysterosacropexy;laparoscopische hysterosacropexy;laparoscopische hysterosacropexy
702808009;Aerosol therapy;aerosol therapie;aerosol therapie;a ë rosoltherapie
703990003;Raloxifene therapy;raloxifene therapie;raloxifene therapie;raloxifene therapie
704040006;Open rhinoseptoplasty;Open rhinoseptoplasty;open rhinoseptoplasty;Open rhinoseptoplasty
704041005;Closed rhinoseptoplasty;gesloten rhinoseptoplasty;gesloten rhinoseptoplasty;gesloten rhinoseptoplasty
707805003;Dermofasciectomy;Dermofasciectomy;dermofasciectomy;Dermofasciectomy
