SNOMED conceptID;Matecat vertaling
444122000;Kwantitatieve meting van de massa tarief van uitscheiding van glucose in 24 - uurs urine monster
444123005;Kwantitatieve meting van de massa tarief van uitscheiding van pyridinoline in 2 uur urine monster
444124004;Sequenti ë ring van exon van gen
444125003;Kwantitatieve meting van de verhouding van de massaconcentratie van uitscheiding van chroom aan uitscheiding van creatinine in 24 - uurs urine monster
444126002;Kwantitatieve meting van de massaconcentratie van temazepam in speeksel monster
444127006;Kwantitatieve meting van de massaconcentratie van glucose in postcalorie vasten serum of plasma specimen
444128001;Kwantitatieve meting van de massaconcentratie van glucose in pleuravocht specimen
444129009;Kwantitatieve meting van de massaconcentratie van flurazepam in urine monster
444130004;Kwantitatieve meting van de massaconcentratie van flurazepam en flurazepam metaboliet in serum of plasma monster
444131000;Kwantitatieve meting van de massaconcentratie van 6 - monoacetylmorphine in speeksel monster
444132007;Kwantitatieve meting van de massaconcentratie van 11 - deoxycortisol in urine monster
444137001;Endoscopie van de slokdarm met Endoscopische echografie van de bovenste gastro - intestinale tractus
444141002;Thoraxcopische excisie van de massa van het hartzakje
444144005;Kwantitatieve meting van de massa tarief van uitscheiding van thallium in 24 - uurs urine monster
444149000;Detectie van Arg506Gln mutatie in gen coagulatie factor V gen en opsporing van de G20210A - mutatie in gen van stollingsfactor II
444151001;Analyse met enkelstrengsconformatiepolymorfisme techniek
444152008;Analyse met behulp van de keten be ë indiging sequencing techniek
444153003;Analyse met behulp van bevleesdheid gevoelige capillaire elektroforese techniek
444154009;Meting van de pH van plasma arterieel bloedmonster bij 37 graden Celsius
444155005;Analyse van de analyse met behulp van fotografische beeldvormende techniek
444156006;Analyse van het genoom voor mutatie met behulp van heteroduplex techniek
444157002;Detectie van het BCR - ABL t ( 9
444160009;Berekening van kwantitatieve volume percentage van glomerulaire filtratie gebaseerd op cystatin C - concentratie in serum of plasma monster
444162001;Zuignap bijgestane lipectomy van buik
444164000;Meting van ureum , natrium , kalium , chloride , bicarbonaat en creatinine
444165004;Excisie van een deel van de dikke darm en excisie van terminal ileum met ileocolic anastomose
444171005;Collectie van biliaire afvoer door de zwaartekracht
444176000;Reparatie van totale abnormale pulmonale veneuze verbinding door unroofing en sluiting van coronaire sinus en interatrial communicatie
444178004;Links Glenn shunt procedure
444179007;Invoeging van dubbele kamer pacemaker pulse generator
444181009;Hendra virus nucleic acid test
444182002;Excision van goedaardige gezwellen van de onderkaak met gedeeltelijke uitsnijden van onderkaak door extraorale aanpak
444188003;Thoraxcopische wig resectie van Long
444189006;Radiologische interventies op de galwegen
444190002;Kwantitatieve meting van stof tarief van uitscheiding van immunoglobuline A in 24 - uurs urine monster
444203001;Positron emissie tomografie met computertomografie studie voor neoplasma opname van methionine
444204007;Percutane RadioFrequente ablatie van gezwellen in beenderen
444206009;Kwantitatieve meting van de massaconcentratie van Dextropropoxyfeen in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
444207000;Kwantitatieve meting van de massaconcentratie van creatinine in serum of plasma monster met behulp van colorimetrische enzym techniek
444214003;Banding van oplopende verticale ader
444215002;Insnijding van gezamenlijke capsule
444216001;Verwijdering van de oppervlakkige vreemd lichaam door insnijding
444217005;Reparatie van totale abnormale pulmonale veneuze verbinding door coronaire sinus bezuiniging op ovale fossa met directe wapendrager voor pulmonale veneuze confluence naar de linkerboezem
444220002;Kwantitatieve meting van stofgehalte van collageen verknoopt N - telopeptide in relatie tot creatinine in 24 uurs urinemonster
444222005;Kwantitatieve meting van de massaconcentratie van immunoglobuline M in serum monster
444223000;Kwantitatieve meting van de massaconcentratie van creatinine in peritoneale vloeistof monster
444224006;Kwantitatieve meting van de massa concentratie van creatinine in 4 uur postperitoneal dialysevloeistof specimen
444225007;Detectie van de G20210A - mutatie in gen van stollingsfactor II
444226008;Detectie van mutatie in lage dichtheid lipoprote ï ne receptor gen
444230006;Uitsnijden van cyste van de onderkaak met gedeeltelijke uitsnijden van onderkaak door extraorale aanpak
444238004;Radiologische interventies op de slokdarm
444239007;Radiologische interventies op gastro - intestinale tractus
444240009;Radiologische interventies op de dikke darm
444247007;Fotodynamische therapie van neovasculaire membraan van chorioidea
444249005;Identificatie van arseen en / of samengestelde arseen
444257008;Berekening van de geraamde gemiddelde glucose op basis van hemoglobine A1c
444260001;Scherm voor 20 gemeenschappelijke genetische mutaties van cystic fibrosis met behulp van versterking vuurvaste mutatie systeem polymerase kettingreactie assay techniek
444261002;Kwantitatieve meting van stof verhouding van vrije deoxypyridinoline ten opzichte van creatinine in de urine specimen
444262009;Kwantitatieve meting van massaconcentratie van nordazepam in het speeksel monster
444263004;Kwantitatieve meting van de massaconcentratie van nitrazepam in speeksel monster
444264005;Kwantitatieve meting van de massaconcentratie van gastrine in postcalorie vasten serum of plasma specimen
444265006;Meting van gespreide oestrogenen in serum of plasma monster
444266007;Meting van oppervlakte antilichaam van Hepatitis B en Hepatitis C antilichaam
444267003;Analyse met denaturerende hogedrukvloeistofchromatografie techniek
444268008;Analyse met behulp van digitale polymerase kettingreactie techniek
444269000;Analyse met behulp van gen kopie nummer techniek
444270004;Analyse met behulp van denaturering kleurovergang gel elektroforese techniek
444272007;Kwantitatieve meting van de massaconcentratie van mephenytoin en normephenytion in serum of plasma monster
444273002;Kwantitatieve meting van de massaconcentratie van immunoglobuline M in urine monster
444274008;Meting van aminozuur in serum of plasma monster met behulp van screening techniek
444275009;Meting van de concentratie van creatinine in serum of plasma monster met berekening van de glomerulaire filtratie snelheid
444277001;Meting van slagaderlijke sluitdruk
444281001;Detectie van ordinale niveau van hemoglobine F in bloed monster
444282008;Detectie van Tay - Sachs ziekte drager - status
444283003;Analyse met behulp van verlies van heterozygoten techniek
444284009;Analyse met behulp van multiplex afbinding afhankelijke sonde amplificatie techniek
444285005;Analyse met polymerasekettingreactie polyacrylamidegelelektroforese techniek
444286006;Analyse met behulp van eiwit truncatie test techniek
444287002;Analyse met behulp van pyrosequencing techniek
444288007;Radiologische interventies op de luchtwegen
444289004;Radiologische interventies op de dunne darm
444290008;Radiologische interventies op buik
444291007;Verwijdering van vreemde voorwerpen van subcutane weefsel door insnijding
444305006;Meting van Hepatitis B oppervlakte - antigeen en hepatitis C antilichaam
444306007;Meting van immunoglobulin G en M klassen van antilichamen tegen Ehrlichia chaffeensis in serum of plasma monster
444307003;Detectie van ordinale niveau van gratis immunoglobulin lichtketting in serum of plasma monster
444308008;Detectie van ordinale niveau van hemoglobine F in vruchtwater vloeistof monster
444309000;Bepaling van karyotype van bloedmonster
444310005;Gene bijhouden
444311009;Meting van Alfa fetoprotein en analyse van chromosomen in vruchtwater vloeistof monster
444322008;Kwantitatieve meting van de massa tarief van uitscheiding van creatinine in getimede urine monster
444326006;Impressie van de borst voor aangepaste borstimplantaat nemen
444328007;Het inbrengen van de katheter in de slagader met behulp van cutdown procedure
444335004;Meting van bof antilichaam , antilichaam mazelen en rubella - antistoffen in serum of plasma monster
444336003;Berekening van kwantitatieve volume percentage van glomerulaire filtratie op basis van Kreatinine concentratie in serum of plasma monster
444338002;Open reductie van bicondylar fractuur van de tibia met inwendige fixatie
444345002;Verkorting van de pees van de enkel
444348000;Augmentation van de kin met behulp van glijdende osteotomie en interpositioneel autograft
444354004;Reparatie van totale abnormale pulmonale veneuze verbinding met juiste atrium door atriale septum translocatie
444355003;Bilaterale inbrengen van de katheter met bilaterale veneuze sampling
444391005;Incisie en drainage van pilonidal cyste
444399007;Radionuclide beeldbewerking met computertomografie demping correctie en localisatie
444401001;Invoeging van éé n kamer pacing cardioverter defibrillator pulse generator
444409004;Meting van de Rickettsia australis antilichaam
444423002;Kwantitatieve meting van de massa concentratie van glucose in predialyse peritoneale dialysevloeistof specimen
444437006;Inbrengen van transvenous elektrode van dubbele kamer pacing cardioverter defibrillator pulse generator
444441005;Radionuclide beeldvorming met computertomografie attenuatiecorrectie en diagnostisch onderzoek
444450007;Kwantitatieve meting van de massaconcentratie van glucose in de vloeistof specimens peritoneale dialyse op 4 uur postperitoneal dialyse
444463001;Bilaterale vervanging van knie gewrichten
444499006;Kwantitatieve meting van de massaconcentratie van glucose in eerste peritoneale dialyse vloeistof monster
444501003;Radiologische interventies op biliaire calculus
444542000;Invoeging van éé n kamer pacing cardioverter defibrillator pulse generator en transvenous - elektrode
444543005;Verwijzing naar sociale voorzieningen voor de bescherming van volwassenen
