SNOMED conceptID;Thot vertaalde term medisch woordenboek
363047000;contrast radiologie van orgaansystemen
363049002;dood kennisgeving van
363050002;decompresion van oor
363051003;decompressive fasciotomie
363052005;luc bewegingsapparaat
363053000;luc zenuwstelsel
363063008;cryochirurgie door anastomose plaats
363064002;plaats specifieke immunologische chirurgische
363065001;cryochirurgie door modality
363066000;destructieve operatie door anastomose plaats
363068004;destructieve operatie door organen nao
363069007;destructieve verrichting subcutis
363071007;diagnostische endoscopie
363072000;diagnostische procedure door maligniteit
363073005;vasculaire diagnostische verrichting d
363074004;vasculaire diagnostische verrichting respiratoir door maligniteit
363075003;r ö ntgenfoto met contrast media injectie
363076002;diathermie nao door plaats
363077006;diathermie nao door intent van genees nao
363078001;diathermie nao door methode , chirurgische nao
363079009;diathermie nao , visus -
363081006;dilatatie van ductus
363083009;dilatatie van het urogenitaal stelsel
363084003;dilatatie van onderste luchtwegen
363085002;dilatatie van het ademhalingsstelsel
363086001;dilatatie van de bovenste luchtwegen
363087005;invaliditeit administratieve verrichting
363095009;divisio bloedvaten
363096005;verwijderen oog
363097001;divisio geslachtsorganen ,
363098006;divisio genitale systeem
363099003;verwijderen van mannelijke geslachtsorganen ,
363100006;divisio bewegingsapparaat
363102003;endocriene radiologic test
363105001;endoscopische dilatatie
363106000;endoscopische verwijdering van urinewegen
363108004;apparatuur - behandeling nao
363109007;onderzoek van test leverfunctietests
363110002;excisie van botspierstelsel
363111003;exploratie galweg
363112005;exploratie spijsverteringsstelsel
363113000;exploratie oor
363114006;exploratie endocrien
363115007;exploratie oog
363116008;exploratie geslachtsorganen
363117004;exploratie urogenitaal
363118009;exploratie van mannelijke geslachtsorganen
363119001;exploratie bewegingsapparaat
363120007;exploratie zenuwstelsel
363121006;exploratie luchtwegaandoening
363122004;exploratie romp
363123009;exteriorization door anastomose plaats
363134007;genito - incisie
363141001;angiografie van hals
363143003;immuunsysteem destructieve operatie
363144009;immuunsysteem beeldvormende nao
363145005;immuunsysteem endoscopie
363146006;immuunsysteem excisie
363147002;immuunsysteem incisie
363148007;immuunsysteem , fysiologie , functionele
363149004;immuunsysteem lichamelijk onderzoek
363150004;immunologische test door maligniteit
363151000;immuunsysteem herstel
363152007;immuunsysteem chirurgische
363153002;immuunsysteem transplantatie
363154008;implantatie , wekedelen - procedure
363155009;drainage via de incisie van extremiteit
363156005;drainage via de incisie van botspierstelsel
363157001;drainage via de incisie van weke delen
363158006;van oor
363186003;van stof door plaats
363187007;ledemaatoperatie
363189005;onderste incisie
363191002;lymfadenopathie , fysiologie , functionele
363192009;lymfatisch observatie
363193004;lymfatisch lichamelijk onderzoek
363195006;manipulatie door plaats
363196007;manipulatie door hulpmiddel
363197003;manipulatie door methoden
363198008;manipulatie van bovenste extremiteit
363199000;, cardiovasculair
363200002;mechanische stimulatie
363206008;computertomografie speciaal views en stuit
363207004;skeletspierstelselafwijking screening nao
363208009;skeletspierstelselafwijking biopsie
363209001;skeletspierstelselafwijking beeldvormende nao
363210006;skeletspierstelselafwijking onderwijzen
363213008;bewegingsapparaat , fysiologie , functionele
363214002;skeletspierstelselafwijking paracentese
363215001;orthopedisch onderzoek
363217009;skeletspierstelselafwijking rehabilitatietherapie nao
363238003;niet operatie luchtwegen
363239006;niet - operatie gehoor
363240008;niet - operatie oor
363241007;niet - operatie binnenoor
363242000;niet - middenooroperatie
363243005;nonsurgical manipulatie
363244004;nucleaire geneeskunde functieonderzoek door maligniteit
363248001;chirurgie van de pleura
363253006;pleuraholte aspiratie centraal zenuwstelsel
363254000;paracentesis endocriene organen
363255004;paracentese oog
363256003;paracentesis geslachtsorganen ,
363257007;paracentesis luchtwegen ,
363258002;paracentesis huid
363259005;pati ë behandeling nao
363266006;prenatale onderwijzen
363267002;verrichting respiratoir door maligniteit
363269004;radicale resectie van weke delen
363270003;radiologic guidance voor diagnostische procedure
363271004;radiologic guidance voor percutane nao
363272006;radiologic beeldvorming speciaal views en stuit
363275008;r ö ntgenfoto nao onderste ledematen
363276009;r ö ntgenfoto bewegingsapparaat
363277000;r ö ntgenfoto van hals
363278005;r ö ntgenfoto bekken
363282007;verwijdering van blaas
363284008;verwijdering van de urinewegen
363285009;verwijdering van weke delen
363306006;seksuele stimulatie nao
363308007;plaats specifieke lymfatisch chirurgische
363309004;sarcoom sluiting
363312001;stimulatie nao door plaats
363313006;stimulatie nao door hulpmiddel
363315004;chirurgische embryo - en vaataandoening
363316003;chirurgische innesteling van lymfatisch
363317007;chirurgische manipulatie
363318002;extractie van huid
363319005;herstel van bovenste extremiteit
363320004;chirurgische herstel nao door plaats
363321000;chirurgische herstel nao door hulpmiddel
363322007;chirurgische herstel nao door focus
363323002;chirurgische herstel nao door methoden
363324008;chirurgische herstel nao door leukemie
363325009;synoviaal schede nao
363326005;weke delen therapeutische verrichtingen
363327001;thermogram door maligniteit
363332000;echo door overdraagbare
363334004;echo onderzoek bewegingsapparaat
363335003;echo test door maligniteit
363336002;bovenste incisie
363645009;diagnostische procedure nao iridocorneal hoek
363669008;neus test voor allergenen
363679005;angiografie
363680008;radiografie
363683005;reflux functieonderzoek
363687006;endoscopie , chirurgische
363688001;chemokuur
363691001;nao door hulpmiddel
363695005;ultraviolettherapie
363726008;verwijdering van door incisie
363728009;totale ostectomie van carpals en metacarpals
363742001;pyloroplastiek
363778006;fenotype f
363779003;genotype f
363780000;test nao laagcalorisch stoffen
363781001;basale maagzoutzuur output -
363783003;rh bloedgroepbepaling
363784009;#NAAM?
364682008;excisie van galweg
365681005;onderzoek van cellen
365958005;kompres van neusholte
366741003;herstel van galweg
367336001;chemotherapie
367361003;huidpatch arterioveneuze fistel
367365007;jejuno - main galwegen dunne darm
367384005;buikherniaherstel met heupprothese transplantaat
367385006;gehele - lichaamscan
367400003;hazenlipherstel
367401004;myelografie
367402006;voet fasci ë ctomie
367405008;diafragmabiopsie
367408005;thoracotomie
367411006;hamstring peesverplaatsing
367414003;sialografie
367424006;plication van spier schuin of rectus
367425007;venasectie
367428009;hyposensibilisatietherapie
367430006;peesherstel hand
367436000;ileostomie ( permanent )
367439007;herstel van trachea
367441008;percutane punctie nier
367444000;herstel van vagina
367446003;achillotomy
367447007;bougienage van slokdarm
367448002;negatief contrast hart radiografie
367451009;spier huidlapplastiek van de borst
367453007;parti resectie darm met anastomose
367463004;dilatatie van vagina
367476005;colpoepisiorrhaphy
367477001;mandibulectomie
367485005;uretero - ureterostomie
367486006;proef van las è gue
367502008;segmentale mastectomie
367509004;van lever galwegkanker
367531007;totale adrenalectomie
367535003;flexibele coloscopie
370142005;r ö ntgenfoto van hoofd
370441006;biopsie wand van
370611004;excisie van maligne neoplasma
370612006;tumorexcisie
370613001;tibialis vlakke leveling chirurgie
370614007;laterale draad herstel geruptureerd ligamentum cruciatum anterius
370615008;portale systemische shunt ligatuur door ameroid
370616009;correctie van portale systemische shunt
370770001;pati ë ntenrecht
370771002;maintenance - invasieve hulpmiddel
370772009;geneesmiddelentoediening , prescribed antibioticatherapie en immunizing middelen
370773004;geneesmiddelentoediening , prescribed medications en solutions
370774005;toediening van prescribed medications met behulp van arteri ë le bloedgassen leverfunctietests
370775006;van beschermende
370776007;beoordeling anamnese
370777003;beoordeling reeds bestaande aandoeningen that predispose aan onvoldoende voedingijzer weefsel perfusie
370778008;onderzoek van pijn controle
370779000;beoordeling psychosociale issues van de pati ë geneesmiddelen behandeling
370780002;beoordeling psychosociale issues van de pati ë voedingstoestand
370781003;beoordeling , readiness - learn
370782005;beoordeling diathesis voor infecties
370783000;categorizing wond type using van infectie cdc categorie
370784006;collaborating van vloeistof en elektrolyt behandeling
370785007;collaborating in initiating pati ë initiation
370786008;confirming pati ë identiteit voor chirurgische en invasieve verrichting
370787004;peri - operatief continuity van
370788009;f - knowledge hormoon
370789001;ontwikkeling van individualized plan van
370790005;elicits perceptie - operatie
370791009;encouragement van ademhaling en hoesten inspanningstherapie
370792002;onderzoek van afdelingen voor home zorg
370793007;onderzoek voor tekenen en symptomen chemisch letsel
370794001;onderzoek voor tekenen en symptomen elektrisch letsel
370795000;onderzoek voor tekenen en symptomen van als a uitslagen van positionering van
370796004;onderzoek voor tekenen en symptomen fys letsel van huid en
370797008;onderzoek voor tekenen en symptomen , laser - letsel
370798003;onderzoek voor tekenen en symptomen in huid letsel als a uitslagen van ntentransport of transport
370799006;onderzoek voor tekenen van letsel van huid en
370800005;onderzoek , postoperatieve hart functietest
370801009;onderzoek , postoperatieve ademhaling
370802002;onderzoek , postoperatieve weefsel perfusie
370803007;onderzoek van psychosociale impact op plan van
370804001;onderzoek van respons onderwijzen about prescribed medications
370805000;onderzoek van respons onderwijzen about genezing en wond zorg
370806004;evaluates respons op instructions
370807008;onderzoek van respons op medications
370808003;onderzoek van respons voedingsdefici onderwijzen
370809006;onderzoek van respons pijnmanagement onderwijzen
370810001;onderzoek van respons pijnmanagement interventies
370811002;onderzoek van respons thermoregulatie measures
370812009;explanation achterstand in syndroom van gebeurtenissen
370813004;beoordeling , philosophical - culturele en spirituele beliefs en values
370814005;identification van gewrichtsimplantaat implanteerbare hart hulpmiddelen
370815006;identification van baseline hart functietest
370816007;identification van baseline weefsel perfusie
370817003;identification van culturele en , components verband houdend pijnmanagement
370818008;identification van expectations van home zorg
370819000;identification van individu values en wishes concerning zorg
370820006;identification van fysische alterations that anomalie stemmingsstoornis nao - positionering van
370821005;implementation van complementaire methoden van pijn controle
370822003;implementation , aseptisch ,
370823008;implementation van pijn guidelines
370824002;implementation van de oogleden beschermende measures - prevent letsel door elektrische bevindingen
370825001;implementation van de oogleden beschermende measures - prevent letsel door laser bevindingen
