SNOMED conceptID;SNOMED term
405517001;Ilio-proximal popliteal graft for repair of aneursym using vein	
405517001;Ilio-proximal popliteal graft for repair of aneurysm using vein	
405518006;llio-proximal popliteal graft for repair of aneursym with prosthesis	
405518006;Ilio-proximal popliteal graft for repair of aneursym with prosthesis	
405518006;Ilio-proximal popliteal graft for repair of aneurysm with prosthesis	
405519003;llio-proximal popliteal graft for repair of aneursym	
405519003;Ilio-proximal popliteal graft for repair of aneursym	
405519003;Ilio-proximal popliteal graft for repair of aneurysm	
405520009;Aorto-profunda graft for repair of aneurysm	
405521008;Aorto-profunda bifrucation graft for repair of aneurysm	
405521008;Aorto-profunda bifurcation graft for repair of aneurysm	
405522001;Aorto-femoral bifurcation graft for repair of aneurysm	
405523006;llio-profunda graft for repair of aneurysm	
405523006;Ilio-profunda graft for repair of aneurysm	
405524000;Aorto-lliac graft for repair of aneurysm	
405524000;Aorto-Iliac graft for repair of aneurysm	
405525004;Repair of aneurysm of abdominal aorta	
405526003;Femoro-peroneal artery bypass	
405527007;Femoro-peroneal artery bypass with in-situ vein	
405528002;Ilio-femoral bypass for repair of aneurysm with prosthesis	
405529005;Aorto-iliac bifurcation graft for repair of aneurysm	
405530000;Femoro-peroneal artery bypass with prosthesis	
405540002;Avulsion of eyelid nerve	
405592006;Insertion of subcutaneous intravenous access reservoir	
405593001;Angioplasty of external iliac artery with prosthesis	
405594007;Angioplasty of common femoral artery with prosthesis	
405595008;Angioplasty of common femoral artery with vein	
405596009;Thrombolysis of iliac artery via femoral artery catheter	
405597000;Ilio-distal popliteal graft	
405598005;Aortocoronary artery bypass graft with two vein grafts	
405599002;Aortocoronary artery bypass graft with three vein grafts	
405609003;Volume controlled ventilation	
405611007;Peripheral nerve plexus block	
405612000;Autonomic nerve plexus block	
405614004;Unexpected hospital admission	
405638000;Accessory surgical procedure	
405650006;Neuraxial nerve block	
405657009;Intravenous induction by target-controlled infusion	
405658004;Hemodilution techniques	
405672008;Direct questioning	
405686007;Manhandling procedure for physical restraint	
405688008;Legal physical restraint procedure	
405690009;Placing handcuffs for legal restraint	
405694000;Placing strait jacket for legal restraint	
405696003;Placing manacles for legal restraint	
405699005;Placing plastic bindings for legal restraint	
405704002;Cisternography	
405705001;Removal of foreign body from forefoot	
405706000;Removal of foreign body from hand	
405707009;Removal of foreign body of hindfoot	
405708004;Removal of foreign body of foot without incision	
405709007;Removal of foreign body from foot	
405710002;Removal of foreign body without incision from upper limb, except hand	
405711003;Removal of foreign body from upper limb, except hand	
405712005;Excision of hyperplastic oral soft tissue	
405713000;Excision of denture irritation hyperplasia	
405734007;Repair of nail bed	
405768001;Autotransplantation of heart	
405780009;Dialectical behavior therapy	
405782001;Relapse prevention	
405783006;Psychological assessment	
405784000;Pharmacological assessment	
405787007;Intelligence quotient assessment	
405807003;Discharge to convalescence	
405823003;BRCA1 mutation carrier detection test	
405824009;Genetic test	
405825005;Molecular genetic test	
405826006;BRCA2 mutation carrier detection test	
405832001;Neurofibromatosis type 1 mutation carrier detection test	
405835004;Von Hippel-Lindau disease mutation carrier detection test	
405836003;Neurofibromatosis type 2 mutation carrier detection test	
405837007;Multiple endocrine neoplasia type 2A mutation carrier detection test	
405838002;Multiple endocrine neoplasia type 2B mutation carrier detection test	
405839005;Familial medullary thyroid carcinoma mutation carrier detection test	
405845002;Elliptical re-excision of lesion of skin	
405846001;Wide re-excision of lesion of skin	
405932002;Compartmentectomy	
406097002;Breast implantation with pedicle flap	
406099004;Breast implantation with deep inferior epigastric perforator flap	
406143004;Removal of drain suture	
406144005;Patient transfer to cardiac intensive care unit	
406145006;Layette education	
406152008;Admission assessment	
406153003;Pre-admission assessment	
406155005;Removal of all drains	
406158007;Referral to oral surgeon	
406159004;Referral to maxillofacial surgeon	
406163006;Bioterrorism preparedness	
406164000;Chemical restraint	
406166003;Legal testimony	
406167007;Legal deposition	
406172003;Medication administration: nasal	
406172003;Administration of drug or medicament via nasal route	
406173008;Phlebotomy: cannulated vessel	
406174002;Phototherapy: mood regulation	
406175001;Phototherapy: sleep regulation	
406178004;Toilet training education	
406179007;Premenstrual syndrome management	
406180005;Relocation stress reduction	
406181009;Self-care assistance: IADL	
406181009;Self-care assistance: instrumental activity of daily living	
406182002;Self-care assistance: transfer	
406183007;Self-hypnosis facilitation	
406186004;Infant stimulation education	
406187008;Sedation management	
406188003;Medication administration: intrathecal	
406188003;Administration of drug or medicament via intrathecal route	
406216001;Advice to carer	
406216001;Recommendation to carer	
406505007;Modified radical mastectomy	
406515001;Coporporphyrin II measurement	
406532002;Choice of services education	
406533007;Choice of medication education	
406535000;Accommodation needs assessment	
406536004;Income needs assessment	
406537008;Leisure needs assessment	
406538003;Employment needs assessment	
406539006;Education needs assessment	
406547006;Urgent follow-up	
406549009;Risk behavior assessment	
406551008;Social assessment	
406600006;Rabies prophylaxis	
406601005;Rabies prophylaxis, post exposure	
406792001;Acid phosphatase stain method	
406793006;Albert's stain method	
406794000;Alcohol soluble nigrosine stain method	
406795004;Alizarin blue S stain method	
406796003;Alizarin cyanine green stain method	
406797007;Alizarin red S stain method	
406798002;Alizarin yellow GG stain method	
406799005;Alizarin yellow R stain method	
406800009;Auramine stain method	
406801008;Azo black stain method	
406802001;Azocarmine G (GX) stain method	
406803006;Azophloxin stain method	
406804000;Azorubin S stain method	
406805004;Acriflavine stain method	
406806003;Alkali blue 5B (4B) stain method	
406807007;Alkali blue 6B stain method	
406808002;Atebrin FS stain method	
406809005;Auramine G stain method	
406810000;Auramine O stain method	
406811001;Azure A stain method	
406812008;Azure B stain method	
406813003;Azure C stain method	
406814009;Benzo fast scarlet stain method	
406815005;Beta-glucuronidase stain method	
406816006;Biebrich scarlet stain method	
406817002;Bismark brown R stain method	
406818007;Bismark brown Y stain method	
406819004;Blue shade eosin stain method	
406820005;Brazilin stain method	
406821009;Brilliant cresyl blue stain method	
406822002;Brilliant crocein stain method	
406823007;Brilliant orange stain method	
406824001;Brilliant yellow stain method	
406825000;Carminic acid stain method	
406826004;Carmoisine A stain method	
406827008;Celestine blue B stain method	
406828003;Chloroacetate esterase stain method	
406829006;Chrome azurol S stain method	
406830001;Chromotrope 2R stain method	
406831002;Chrysoidine R stain method	
406832009;Chrysoidine Y stain method	
406833004;Cochineal stain method	
406834005;Coriphosphine stain method	
406835006;Crystal ponceau stain method	
406836007;Curcumin stain method	
406837003;Diamond black stain method	
406838008;Durazol red stain method	
406839000;Erie garnet stain method	
406840003;Eriochrome blue black SE stain method	
406841004;Erythrosin B stain method	
406842006;Erythrosin Y stain method	
406843001;Evans blue stain method	
406844007;Fast blue B salt stain method	
406845008;Fast blue BB salt stain method	
406846009;Fast blue RR salt stain method	
406847000;Fast garnet GBC salt stain method	
406848005;Fast green FCF stain method	
406849002;Fast red B salt stain method	
406850002;Fast red ITR stain method	
406851003;Fast red TR salt stain method	
406852005;Fast sulfon black F stain method	
406853000;Fast violet B salt stain method	
406854006;Fat red 7B stain method	
406855007;Feulgen reaction stain method	
406856008;Field's stain method	
406857004;Flagellar stain method	
406858009;Fluorescent stain method	
406859001;Fluorescein stain method	
406860006;Fluorescein sodium stain method	
406861005;Fluorexon stain method	
406862003;Rhodamine B stain method	
406863008;Fuchsin acid stain method	
406864002;Gallocyanine stain method	
406865001;Hematein stain method	
406866000;Hematoxylin stain method	
406867009;Immunofluorescent stain method	
406868004;Indigo carmine stain method	
406869007;Indophenol from naphthol stain method	
406870008;Insoluble berlin blue stain method	
406871007;Janus green B stain method	
406872000;Jenner-Giemsa stain method	
406873005;Kenacid blue R stain method	
406874004;Lacmoid stain method	
406875003;Leishman stain method	
406876002;Light green SF stain method	
406877006;Lissamine fast red B stain method	
406878001;Lissamine fast yellow stain method	
406879009;Lissamine green B stain method	
406880007;Lissamine rhodamine stain method	
406881006;Dibromofluorescein stain method	
406882004;Ethyl violet stain method	
406883009;Methyl violet 2B stain method	
406884003;Methyl violet 6B stain method	
406885002;Pyronine B stain method	
406886001;Pyronine G stain method	
406887005;Victoria blue 4R stain method	
406888000;Victoria blue B stain method	
406889008;Water soluble eosin stain method	
406890004;Martius yellow stain method	
406891000;Meldola blue stain method	
406892007;Metanil yellow stain method	
406893002;Methyl blue stain method	
406894008;Methyl orange stain method	
406895009;Methyl red stain method	
406896005;Methylene blue stain method	
406897001;Methylene violet stain (Bernthsen) method	
406898006;Naphthalene black 12B stain method	
406899003;Naphthol green B stain method	
406900008;Naphthol yellow S stain method	
406901007;Neutrophil alkaline phosphatase stain method	
406902000;New fuchsin stain method	
406903005;Nile blue stain method	
406904004;Nitrazine yellow stain method	
406905003;Nuclear fast red stain method	
406906002;Orange G stain method	
406907006;Orange II stain method	
406908001;Page blue 83 stain method	
406909009;Page blue G-90 stain method	
406910004;Patent blue V sodium salt stain method	
