conceptId;Beschrijving Google;conceptId;Beschrijving
443676006;Chirurgische verwijdering van transveneuze elektrode van enkele kamer pacing cardioverter defibrillator pulsgenerator door transthoracale benadering;443676006;chirurgisch verwijderen van transveneuze elektrode van éé nkamer pacer cardiovertor defibrillator langs transthoracale weg
443683004;Open herziening van arterioveneuze fistel gebruik graft met het verwijderen van trombus;443683004;open revisie van arterioveneuze fistel met greffe en met verwijderen van trombus
443691008;Directe laryngoscopie met strippen van de stembanden gebruiken operationele microscoop;443691008;directe laryngoscopie met strippen van de stembanden met behulp van operatiemicroscoop
443701005;SPECT - scan met behulp van technetium - 99m gemerkt sulesomab met computertomografie;443701005;technetium 99m gelabeled sulesomab SPECT - CT
443706000;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door middel van directe abnormale ader anastomose om hartoor links;443706000;herstel van partieel abnormale pulmonaal veneuze retour door connectie abnormale vene met linker hartoor
443711003;Decompressie fasciotomie van extensor compartiment van de knie met debridement van de spier;443711003;decompressie fasciotomie van extensor compartiment van de knie met spierdebridement
443725002;Reparatie van totale anomale pulmonaire veneuze verbinding rechterboezem;443725002;herstel van een totale abnormale pulmonaire veneuze connectie met rechter atrium
443755009;Percutane biopsie van de lever met behulp van echografie begeleiding;443755009;percutane leverbiopsie onder echo
443756005;Percutane verdeling van de achillespees;443756005;percutane achillespeestenotomie
443765003;Reparatie van de totale abnormale pulmonale veneuze verbinding door vorming van links neoatrium met pericardiale dak;443765003;herstel van totale abnormale veneuze connectie door het maken van linker neoatrium met pericardiaal dak
443810005;Minithoracotomy en biopsie van de long;443810005;longbiopsie via beperkte thoracotomie
443813007;Lysis van verklevingen van flexorpees van onderbeen;443813007;adhesiolyse van flexorpees van onderbeen
443829004;Percutane transluminale ballon angioplasy van coarctation van de aorta met het inbrengen van de stent;443829004;percutane transluminele ballonangioplastie van coarctatio aortae met stenting
443829004;Percutane transluminale ballon angioplasy van coarctation van de aorta met het inbrengen van de stent;443829004;percutane transluminele ballonangioplastie van coarctatio aortae met stenting
443852000;Vervanging van tijdelijke transveneuze elektrode van tweekamer pulsgenerator;443852000;vervanging van tijdelijke transveneuze elektrode van tweekamer cardiale pacemaker
443882006;Excisie van ge ï nfecteerde vasculaire graft ledemaat;443882006;excisie van geinfecteerde vasculaire greffe in het been
443885008;Atriale fistulogram met veneuze toegang;443885008;atriaal fistulogram via veneuze toegang
443886009;Endovasculaire behandeling van aneurysma van de iliaca met graft met behulp van radiologische begeleiding;443886009;endovasculair herstel met greffe van een aneurysma van de arteria iliaca communis onder fluoroscopische begeleiding
443887000;Enten van aortaklep prothese door transapicale aanpak;443887000;transapicale implantatie van aortaklep
443888005;Het inbrengen van ballonkatheter in de moedermelk voor radiotherapie;443888005;insertie van balloon catheter in borst voor radiotherapie
443891005;Injectie van stero ï den in chalazion;443891005;injectie van cortico ï den in chalazion
443902005;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door anastomose van pulmonale veneuze samenloop naar links atrium via verbinden ader;443902005;herstel van parti ë le abnormale veneuze connectie door anastomosis van pulmonale veneuze samenvloei ï ng naar linker atrium via verbindingsvene
443906008;Bypass van de maag met een korte poot Roux - en - Y gastro - enterostomie;443906008;short limb Roux - en - Y gastro - enterostomie
443908009;Uitsnijding van een deel van het rectum door perineale benadering;443908009;parti ë le rectumresectie langs perineum
443909001;Uitsnijden van een deel van de dikke darm met de mobilisatie van de milt buiging;443909001;partiele colectomie met mobilisatie van de milthoek
443916000;Enten van aortaklep prothese door transluminale aanpak;443916000;transluminele implantatie van aortaklep
443918004;Lokale excisie van kwaadaardige gezwellen van de maag;443918004;lokale excisie van een maligne letsel van de maag
443935000;Excisie van gescheurde appendix door open benadering;443935000;open excisie van geperforeerde appendix
443939006;SPECT - scan van myocardperfusie gebruik van technetium - 99m meta - iodobenzylguanidine tetrofosmin;443939006;spect myoard perfusie met technetium 99m meta - iodobenzylguanidine tetrofosmin
443940008;SPECT - scan met behulp van jodium - 123 meta - iodobenzylguanidine met computertomografie;443940008;iodine 123 meta - iodobenzylguanidine SPECT - CT
443944004;Excisie van ge ï nfecteerde vasculaire graft;443944004;verwijderen van geinfecteerde vaatgreffe
443945003;Excisie van ge ï nfecteerde vasculaire graft abdomen;443945003;verwijderen van ge ï nfecteerde vaatprothese uit abdomen
443954000;Banding van dalende verticale ader;443954000;banding van dalende verticale vene
443955004;Ligatie verbinden longader;443955004;ligatie van pulmonaire verbindingsvene
443958002;Chirurgische verwijdering van transveneuze elektrode van enkele kamer pacing cardioverter defibrillator pulsgenerator door transveneuze aanpak;443958002;chirurgisch verwijderen van transveneuze elektrode van éé nkamer pacer cardiovertor defibrillator langs transveneuze weg
443959005;Directe laryngoscopie met uitsnijden van neoplasma met behulp van operationele microscoop;443959005;directe laryngoscopie met excisie van een gezwel met behulp van operatiemicroscoop
443989003;Bidirectionele Glenn shunt procedure van de linker vena cava superior;443989003;bidirectionele Glenn shunt procedure t . h . v . de linker vena cava superior
443996001;Ligatie van dalende verticale ader;443996001;ligatuur van afdalende verticale vene
443998000;Colonoscopie door middel van colostomie met endoscopische biopsie van de dikke darm;443998000;coloscopie via colostomie met colon biopsie
444001009;Rechter Glenn shunt procedure;444001009;rechter Glenn shunt procedure
444023008;SPECT - scan met computertomografie van het bot van onderbeen;444023008;single photon emission computed tomography ( SPECT ) met CT van het onderbeen
444034006;Bidirectionele Glenn shunt procedure van rechter superieure vena cava;444034006;bidirectionele Glenn shunt procedure t . h . v . de rechter vena cava superior
444035007;Minithoracotomy en biopsie van de pleura;444035007;biopsie van pleura via beperkte thoracotomie
444051004;Bilaterale vervanging van heupgewrichten;444051004;bilaterale heuparthroplastie
444068000;Thoracoscopic uitsnijden van neoplasma van hartzakje;444068000;thoracoscopische excisie tumor pericardium
444080008;Thoracoscopic uitsnijden van cyste of hartzakje;444080008;thoracoscopische excisie cyste pericard
444111004;Het inbrengen van bilaterale prothetische intra - oculaire lenzen;444111004;insertie van bilaterale prosthetische intraoculaire lenzen
444115008;Overdracht van tibialis anterior pees door middel interossea membraan van het been;444115008;transfer van tibialis anterior pees doorheen interossseus membraan
444116009;Psoas compartiment blok;444116009;psoas compartiment block
444137001;Endoscopie van de slokdarm met endoscopische echografie van de bovenste maagdarmkanaal;444137001;echo - endoscopie van de slokdarm
444141002;Thoracoscopic uitsnijding van de massa van hartzakje;444141002;thoracoscopische excisie massa pericardium
444165004;Uitsnijden van een deel van de dikke darm en de uitsnijding van terminale ileum met ileocolic anastomose;444165004;excisie van een deel van het colon en het terminaal ileum met ileocolische anastomose
444176000;Reparatie van de totale abnormale pulmonale veneuze verbinding door unroofing en de afsluiting van coronaire sinus en interatriale communicatie;444176000;herstel van totaal abnormale pulmonaalveneuze uitmonding ( TAPVU ) door deroofing en sluiten van sinus coronarius en interatriale verbinding
444204007;Percutane radiofrequente ablatie van neoplasma van bot;444204007;Percutane radiofrequente ablatie van een tumoraal botletsel
444214003;Banding van oplopende verticale ader;444214003;banding van stijgende verticale vene
444215002;Insnijden van gewrichtskapsel;444215002;incisie van gewrichtskapsel
444217005;Reparatie van de totale abnormale pulmonale veneuze verbinding door coronaire sinus bezuiniging op ovale fossa met directe anastomose van pulmonale veneuze samenloop naar links atrium;444217005;herstel van totale abnormale veneuze connectie door sinus coronarius cutback tot in fossa ovalis en directe anastomosis van pulmonale veneuze samenvloei ï ng met linker atrium
444230006;Uitsnijden van cyste van de onderkaak met gedeeltelijke uitsnijden van onderkaak door extraorale aanpak;444230006;partiele mandibulectomie , extraorale benadering .
444239007;Radiologische interventies op maagdarmkanaal;444239007;radiologische interventie van de maagdarmtractus
444240009;Radiologische interventies op dikke darm;444240009;radiologische interventie op het colon
444247007;Fotodynamische therapie van neovasculaire membraan van chorioidea;444247007;fotodynamische therapie van chorioidaal neovasculair membraan
444289004;Radiologische interventies op dunne darm;444289004;radiologisch onderzoek van de dunne darm
444290008;Radiologische interventie op de maag;444290008;radiologisch onderzoek van de maag
444338002;Open reductie van bicondylar fractuur van het scheenbeen met interne fixatie;444338002;open reductie en interne fixatie van bicondylaire fractuur van de tibia
444345002;Verkorting van de pees van de enkel;444345002;verkorten van pezen rond de enkel
