conceptId;Beschrijving;conceptId;Beschrijving thot
359969002;pleura - abrasie;359969002;pleura abrasie
359970001;resectie pericard voor adhesies;359970001;resectie van het pericard verwijdering van adhesie
359971002;vaginale hysterectomie volgens Ward - Mayo;359971002;ward - mayo chirurgie voor colpohysterectomie
359973004;excisie pericardiale adhesies;359973004;excisie van pericard adhesie
359975006;herstel van een cul - de - sac hernia;359975006;herstel van hernia cavum douglasi
359975006;herstel van een cul - de - sac hernia;359975006;herstel van hernia cavum douglasi
359981003;obliteratie van de cul - de - sac ( douglas );359981003;syndroom cavum douglasi
359988009;naaldbiopsie van de cerebrale meningen;359988009;biopsienaald van cerebrale meningen
360341006;triple arthrodese van de enkel;360341006;triple enkelartrodese
360343009;dunn operatie;360343009;dunn chirurgie
360346001;hoke operatie;360346001;hoke chirurgie
360351007;lambrinudi operatie;360351007;lambrinudi chirurgie
360354004;open fijne naald aspiratie biopsie van de lever;360354004;open dunnenaaldaspiratie van lever
360362007;hechten van een perineum laceratie;360362007;herstel bekkenbodem verscheuring
360363002;uretero - colostomie;360363002;ureterocolostomy
360365009;perineorafie;360365009;perineorrhaphy
360370002;hechten van maaglaceratie;360370002;maagfistel reparatie laceratie ligatuur
360372005;overhechten van geperforeerd maagulcus;360372005;gastrorrhaphy en perforatie
360374006;overhechten van een peptisch ulcus;360374006;oversewing - ulcus crater
360377004;overhechten van een maagulcus;360377004;oversewing - ulcus crater van
360379001;aneurismoraphie door inpakking;360379001;aneurysmorrhaphy door wrapping
360399007;Operatie van Marckwald voor cervix;360399007;marckwald cervicale operatie
360405005;verwijderen van vreemd voorwerp van de lens door incisie;360405005;verwijdering van lens door incisie
360616008;selectivee gastrectomie met uitgebreide lymfadenectomie;360616008;selectieve parenterale en enteral regimen
360768009;herstel van de pharynx met directe sluiteing;360768009;herstel van keelholte door primair sluiting
360797007;enucleatie niertumor;360797007;niertumorexcisie
360810000;laser urethrotomie;360810000;lasers uretrotomie
361153005;herstel van colostomie;361153005;herstel stoma dikke darm
361155003;uteropexie;361155003;hysteropexie
361156002;chirurgisch herstel van geprolabeerde uterus;361156002;baarmoederprolapsherstel
361160004;herstel ooglidlaceratie , partial - thickness met ooglidrand inbegrepen;361160004;herstel van niet - thickness van ooglid
361162007;herstel ooglidlaceratie , full - thickness met ooglidrand inbegrepen;361162007;blefaroplastiek laceratie , volledige dikte , van ooglid
361164008;herstel ectropion volgens Kunt - Szymanowski procedure;361164008;retina szymanowski chirurgie
361165009;herstel ectropion volgens V - Y methode;361165009;v - y chirurgie voor ectropion
361168006;herstel van sacro - uteriene band;361168006;herstel uterosacral ligament
361171003;tympanoplastie type I met greffe;361171003;tympanoplastiek , met transplantaat
361172005;epitympanische myringoplastie type I;361172005;tympaanmembraan herstel epitympanic -
361173000;fulgurisatie van rectumletsel;361173000;cryochirurgie van rectum door elektrocoagulatie
361176008;denervatie van uterosacrale zenuwen;361176008;denervatie , uterosacral zenuwen
361177004;denervatie van paracervicale uteriene zenuwen;361177004;denervatie , paracervical de zenuwen
361178009;neuroplastie en transpositie van craniale zenuw;361178009;neuroplasty en transpositie van de craniale zenuwen
361179001;transpositie van craniale zenuw;361179001;nervus transpositie
361180003;transplantatie van craniale zenuw;361180003;van hersenzenuwen
361186009;verwijderen van polsprothese;361186009;verwijdering van pols prothese
361191005;extractie van cataract door middel van ultrasone phacofragmentatie;361191005;cataractextractie door echografische phacofragmentation
361220006;episioperineoplastie;361220006;episioperineoplastiek
361221005;Episioperineorraphie;361221005;episioperineorrhaphy
361238009;vitamine B12 isotopen onderzoeken;361238009;b12 - scan
361247001;excisie van een contactulcus van de stemband;361247001;excisie van huid van de stemband
361248006;excisie van intubatiegranuloom van de larynx;361248006;excisie intubatie granuloom van de larynx
361252006;diagnostische ureterorenoscopie ( URS );361252006;diagnostische ureterorenoscopy
361253001;diagnostische ureteroscopie;361253001;eenvoudige diagnostische ureteroscopie
361257000;clamshell cystoplastie;361257000;dermatitis blaasherstel
361260007;cystoscopie met cauterisatie van de blaas;361260007;cystoscopie en cauterisatie van
363051003;decompressie fasciotomie;363051003;decompressive fasciotomie
363085002;dilatatie van luchtweg;363085002;dilatatie van het ademhalingsstelsel
363086001;dilatatie van bovenste luchtwegen;363086001;dilatatie van de bovenste luchtwegen
363111003;exploratie van galwegsysteem;363111003;exploration van galwegen
363112005;exploratie van het digestieve systeem;363112005;exploration spijsverteringsstelsel
363116008;exploratie van het vrouwelijk genitaal stelsel;363116008;exploration van het vrouwelijke geslachtsorgaan
363155009;incisie en drainage van lidmaat;363155009;drainage via de incisie van extremiteit
363157001;incisie en drainage van zacht weefsel;363157001;drainage via de incisie van weke delen
363193004;fysisch onderzoek van lymfatisch systeem;363193004;lymfatisch lichamelijk onderzoek
363208009;biopsie van het musculoskeletale systeem;363208009;skeletspierstelselafwijking biopsie
363209001;diagnostische beeldvorming van het musculoskeletaal systeem;363209001;skeletspierstelselafwijking beeldvormende nao
363214002;paracentesis van het musculoskeletale systeem;363214002;skeletspierstelselafwijking paracentese
363215001;lichamelijk onderzoek van het musculoskeletaal systeem;363215001;orthopedisch onderzoek
363217009;rehabilitatie procedure van het musculoskeletale systeem;363217009;skeletspierstelselafwijking rehabilitatie nao
363255004;paracentesis van het oog;363255004;paracentese oog
363258002;paracentese huid;363258002;paracentesis huid
363269004;radicale resectie van zacht weefsel;363269004;radicale resectie van weke delen
363282007;verwijderen vreemd voorwerp uit de blaas;363282007;verwijdering van blaas
363334004;echografie musculoskeletaal stelsel;363334004;echo orthopedisch onderzoek nao
363683005;studie van de gastro - oesofagale reflux;363683005;reflux functieonderzoek
363687006;endoscopisch;363687006;endoscopie , chirurgische
363742001;pyloroplastie;363742001;pyloroplastiek
364682008;excisie van de galweg;364682008;excisie van galweg
366741003;herstel van de galweg;366741003;herstel van galweg
367361003;herstel van arterioveneuze fistel met patch;367361003;huidpatch arterioveneuze fistel
367365007;anastomose tussen hoofdgalweg en dunnedarm;367365007;jejuno - main galwegen dunne darm
367400003;Hazelip operatie;367400003;hazenlipherstel
367405008;excisie van weefsel van het diafragma;367405008;diafragmabiopsie
367411006;peestranfer van de hamstrings;367411006;hamstring peesverplaatsing
367414003;Rx speekselklier;367414003;sialografie
367430006;herstel van handpees;367430006;peesherstel hand
367436000;definitieve ileostomie;367436000;ileostomie ( permanent )
367439007;herstel van trachea;367439007;herstel van trachea
367441008;percutane punctie nier;367441008;percutane aspiratie van
367446003;achillotomie;367446003;achillotomy
367447007;Boudiedilatatie van de slokdarm;367447007;bougienage van slokdarm
367453007;partiele darmresectie met anastomose;367453007;parti resectie darm met anastomose
367463004;dilatatie van vagina;367463004;dilatatie van vagina
367476005;colpo - episiorafie;367476005;colpoepisiorrhaphy
367477001;excisie van de mandibula;367477001;mandibulectomie
367485005;ureterresectie met end - to - end anastomose;367485005;uretero - ureterostomie
367509004;incisie van de ductus hepaticus;367509004;van lever galwegkanker
367531007;totale adrenalectomie;367531007;totale adrenalectomie
367535003;coloscopie met fiberscoop;367535003;flexibele coloscopie
370615008;porto - systemische shunt ligatie met ameroid;370615008;portale systemische shunt ligatuur door ameroid
370957004;seidel test;370957004;seidel -
371003002;ureterografie;371003002;ureterogram
371005009;verwijderen van blaaslithiasis;371005009;verwijdering van de blaas
371010008;extractie blaaslithiasis via suprapubische weg;371010008;verwijdering van de blaas door suprapubische approach
371186005;teenamputatie;371186005;teenamputatie
371328002;excisie van letsel van de huid van het onderste lidmaat;371328002;huidlaesie excisie van
371345007;laser iridotomie;371345007;lasers iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371346008;Yag laser iridotomie;371346008;yag laser iridotomie
371348009;argon laser iridotomie;371348009;argon laser iridotomie
371370007;filterende ingreep ter hoogte van het oog;371370007;filtering oogoperatie
371394007;verwijderen van sclerale buckle;371394007;verwijdering van sclera torus
371407007;totale phalangectomie;371407007;totale phalangectomy
371411001;excisie huidletstel t . h . v . bovenste lidmaat;371411001;excisie van bovenste extremiteit
371567007;Open reductie en externe fixatie van een fractuur;371567007;open reductie van fractuur met uitwendige fixatie
372078009;radioisotopen onderzoek van de bijnier;372078009;bijnier scan
372079001;beeldvorming van bijnier;372079001;bijnier beeldvorming
372080003;radioisotopen scan van parathyroid;372080003;scan van bijschildklier
372080003;radioisotopen scan van parathyroidklier;372080003;scan van bijschildklier
372082006;radioisotopen scan van de milt;372082006;scan van de milt
372083001;beeldvorming van milt;372083001;milt beeldvorming
372084007;radioisotopen scan van het beenmerg;372084007;beenmergscan
372085008;beenmerg beeldvorming;372085008;beenmerg beeldvorming
373188003;vervangen;373188003;replantatie , chirurgische
373188003;vervangen;373188003;replantatie , chirurgische
373198009;vasculaire chirurgische procedure van het onderste lidmaat;373198009;vasculaire chirurgie been
373356002;evisceratie van het oog;373356002;oogevisceratie
373357006;excissie oculaire laesie;373357006;excisie van oog
373358001;hechting van het oog;373358001;hechting van oog
373360004;angioplastie van takken van aorta abdominalis;373360004;angioplastiek van vertakkingen aorta
373363002;angioplastie van arterie van onderste lidmaat;373363002;angioplastiek van arterie van onderste extremiteit
373391005;refractieve heelkunde;373391005;chirurgische oogrefractie nao
373391005;refractieve heelkunde;373391005;chirurgische oogrefractie nao
373415004;implantatie van intraoculaire lens thv posterieure kamer;373415004;innesteling van de achterste kamer lens
373416003;plaatsen voorkamerlens;373416003;implantatie van lens
373417007;implantatie van intraoculaire lens thv posterieure kamer in sulcus ciliaris;373417007;innesteling van de achterste kamer lens bij ciliaire sulcus
373418002;implantatie van intraoculaire lens thv posterieure kamer in kapselzak;373418002;innesteling van de achterste kamer lens bij capsular bag
373624003;biopsie van letsel ter hoogte van de abdomen;373624003;buikwandbiopsie
