SNOMED conceptID;Thot vertaling
417491009;neonatale gehoortest
417493007;dunne incisie manual extracapsular cataractextractie
417504006;verwijzing naar het epidurale anesthesie service
417511005;verwijzing naar het home gezondheidszorg service
417518004;cefinase -
417536004;en bloc osteotomie
417546002;verwijzingen nao voor pediatrie , congenitaal
417567002;bilirubine , -
417568007;epilepsie monitoring call
417572006;bilirubine totaal , -
417575008;indirecte myofasciaal release
417577000;van vroege zwangerschap units
417586005;lissamine groen apen van oog
417587001;integrated ntgenfoto van trace triangulation acquisition laser scan met conventionele maagfundus beeldvorming
417589003;voorlichting van groep - start pati ë medicatie
417602003;osteopathische onderzoek
417615007;tweedegraads lage dose difterie tetanus en inactivated vaccin
417622004;hla - a29 typering
417640000;thoracale pomp
417642008;gewrichtprotheseverwijdering
417656005;osteopathische orthostatische onderzoek
417665003;osteopathische manipulatie myofasciaal release
417667006;preoxygenation door stollingstijd
417674001;propanol number
417679006;tc , 99m hexamethylpropyleneamine oxime witte darm nao
417699000;verwijzing naar het geneesmiddel behandeling centra
417708006;verwijzing naar het lange termijn zorg service
417709003;sutured achterste kamer lensimplantaat
417724007;verwijzing naar het epidurale anesthesie en spinale pijn
417728005;subconjunctiva van mitomycin
417730007;myotension ,
417753008;gedeelde elektronica dossiers toediening
417884003;fluoroscopic angioplastiek van arteria carotis externa
417885002;echografische scan nao aspiratie van schildklier
417897001;angiogram aortastenose en femoralis arterie
417899003;artrogram van de articulatio intertarsalis
417905003;angiogram testiculaire arterie
417911000;computertomografie en aspiratie borst
417912007;echo doppler nao iliaca en femoralis arterie
417917001;intubatie traankanaalneoplasma
417925004;fluoroscopic van cervicale myelografie
417931001;ri scan van sacro gewrichten
417936006;mri angiografie hoofd
417944006;dubbele everting arm van ooglid
417945007;scan witte beeldvorming functieonderzoek
417958008;echografische scan nao drainage van lever
417968003;echografische scan nao extremiteiten
417970007;fluoroscopic angioplastiek van arterie van onderste extremiteit
417972004;fluoroscopic angioplastiek van arteria hepatica
417973009;computertomogram van acromioclaviculair gewricht
417974003;angiogram arteria mesenterica inferior
417979008;doorlichting ureter en van stentplaatsing
417983008;doorlichting en biopsie borst
417984002;angiogram femur en embolie van arteria iliaca
417986000;ct - angiografie arteria carotis
417994007;speekselklier scan
417997000;fluorescein dye disappearance -
418003005;mri van vingers
418012007;fluoroscopic iliopsoas bursography
418015009;computertomografie en afscheiding nao
418023006;computertomogram thorax , buik en bekken
418024000;mohs - chirurgie
418029005;computertomografie artrogram van metatarsofalangeaal ( gewricht )
418030000;echografische scan nao drainage van bekken
418041003;echografische scan nao biopsie borst
418046008;computertomografie en aspiratie van abdomen
418050001;scan speekselklier scan
418062002;mri angiografie arterie van bovenste extremiteit
418066004;fluoroscopic angioplastiek van arteria mesenterica superior
418069006;fluoroscopic venogram milt
418074003;mammogram en aspiratie
418076001;fluoroscopic angioplastiek van arterie
418086000;contrastgevoeligheid perimetrie
418090003;echo obstetrische doppler
418095008;verrichting oculomotorische
418099002;angiogram arteria ovarica
418100005;angiogram arteria coeliaca en van stentplaatsing
418105000;echo lies
418110001;angiogram bronchiale arterie
418120006;fluoroscopic hysterosalpingografie
418121005;bimanual phacoemulsification van lens bij lensimplantaat
418123008;artrogram van de articulatio subtalaris
418129007;fluoroscopic venogram van bijnier vene
418132005;fluoroscopic angioplastiek van aorta - en femoralis arterie
418135007;cystogram
418151004;pcr test leishmania infantum
418153001;revisie van anastamosis tussen traanapparaat drainage en neus
418154007;angiogram femur en trombolyse arteria femoralis
418155008;doorlichting van de darm en van stentplaatsing
418156009;fluoroscopic vaginography
418158005;computertomografie en drainage van lever
418160007;fluoroscopic angioplastiek van arteria brachialis
418167005;mri venogram van vena cava inferior
418169008;dye disappearance -
418170009;yag laser trabeculotomy
418178002;echo angiografie aberrant
418180008;mri angiografie arterie van onderste extremiteit
418181007;r ö voor colon - transit - functieonderzoek
418193003;ontwikkeling home medicatie van dispensing strategy
418196006;echografische scan nao drainage van scrotum
418198007;r ö ntgenfoto beeldvorming nefrostomie
418199004;computertomografie en abdominocentese
418202009;doorlichting wervelkolom
418203004;angiogram femur en embolie van arteria uterina
418206007;fluoroscopic sinography
418207003;behandeling toediening door irrigatietherapie
418210005;mri van het colon
418214001;angiogram thoracalis
418218003;echo biomicroscopy
418219006;artrogram van de knie
418220000;angiogram femur en embolie van arteria hepatica
418231008;echo angiografie nierarterie
418234000;scan lever en milt scan
418244003;dilatatie van traankanaal
418249008;fluoroscopic herniography
418253005;fluoroscopic defecating proctography
418255003;coxa protector onderwijzen
418256002;doorlichting van urethra en van stentplaatsing
418263002;fluoroscopic venogram van vena cava inferior
418269003;fluoroscopic angioplastiek van arteria iliaca
418272005;ct - angiografie
418276008;echografische scan nao aspiratie lever
418284007;doorlichting en aspiratie borst
418285008;angioplastiek
418292003;angiogram subclavian en van stentplaatsing
418293008;angiogram mesenterica
418294002;doorlichting colon
418296000;echografische scan nao nao
418306005;simplify home geneesmiddelen routine
418308006;computertomografie en aspiratie van pancreas
418311007;herstel van ectropion ligatuur
418332004;computertomogram van thorax , buik en bekken
418347008;angiogram femorofemoral crossover bypass
418354002;echo doppler nao nao
418355001;loopogram
418358004;echografische scan nao aspiratie van prostaat
418368009;antrostomie intubatie lacrimalis afscheiding nao voor laceratie abcesdrainage
418378007;mammogram en biopsie
418386007;familie geneesmiddelen onderwijzen
418388008;fluoroscopic venogram van testikelvene
418389000;bloed glucose behandeling
418390009;tijdelijke ooglid sluiting
418393006;refractive chirurgische enhancement
418394000;echo buik en bekken
418398002;ultrasonografie , abdominale
418400003;echografische scan nao pancreasbiopsie
418405008;angiogram carotiden en van stentplaatsing
418410007;angiogram arteria axillaris
418411006;mediale spoelcel nao
418419008;virtual scan bronchoscopie
418426008;r ö ntgenfoto vingers
418430006;bimanual phacoemulsification cataract met lensimplantaat
418432003;scintimammogram
418447007;echografische scan van orbita
418454001;angiogram femur en trombolyse van arterie van onderste extremiteit
418458003;computertomografie en aspiratie lever
418461002;fluoroscopic coronaire angioplastiek
418462009;fluoroscopic anterograde pyelogram
418463004;mri venogram intracraniale venen
418474008;echografische scan nao aspiratie van abdomen
418479003;lokale gezondheidseducatie
418485005;fluoroscopic venogram vena cava superior en van stentplaatsing
418486006;fluoroscopic angioplastiek van arteria mesenterica
418487002;computertomografie en drainage van borst
418488007;inservice
418491007;angiogram femur en trombolyse arteria
418503003;angiogram miltarterie
418507002;fluoroscopic laryngography
418515004;r ö ntgenfoto van little vinger
418526005;preventie onderwijzen
418527001;angiogram femur en embolie van intracraniaal aneurysma
418539009;echografische scan nao aspiratie speekselklieren
418542003;radiologic guidance nao
418549007;angiogram long arterie
418551006;robot begeleide bypass
418554003;angiogram leverslagader
418573004;angiogram arteria mesenterica superior en van stentplaatsing
418575006;echografische scan van
418576007;perifeer bloed stamcelkweek
418580002;fluoroscopic venogram van nier
418581003;computertomogram van de mondbodem
418583000;echo venogram onderste extremiteiten
418584006;computertomografie en drainage van
418587004;fluoroscopic hart shunt functieonderzoek
418592002;mri van cervix
418613003;endotracheale intubatie via a larynx
418618007;computertomogram van sacro gewrichten
418621009;echo venogram v . saphena
418622002;taking orale swab
418623007;fluoroscopic vasography
418625000;computertomografie en aspiratie van
418640003;angiogram femur lever portale veneus stelsel
418641004;verrichting abducens
418650002;echografische scan nao prostaatbiopsie
418654006;fluoroscopic venogram venae umbilicales
418655007;echo pericard en biopsie
418658009;angiogram femur van arteria en van stentplaatsing
418659001;computertomografie angiogram cerebraal
418662003;angiogram femur en van stentplaatsing
418687005;doorlichting humerus
418691000;doorlichting glandula submandibularis
418696005;angiogram rechterventrikel
418704006;echografische scan nao aspiratie van
418705007;echografische scan nao aspiratie van pancreas
418714002;virtual scan coloscopie
418718004;angiogram aortaboog
418733007;echo abdominale bloedvaten
418736004;scraping van cornea
418738003;fluoroscopic angioplastiek van arteria subclavia
418740008;mri lymfatisch
418749009;computertomografie en leverbiopsie
418762008;echo doppler nao penis
418766006;retrograad pyelogram
418782007;angiogram aberrant
418786005;mri angiografie pulmonale arteri ë n
418787001;computertomografie en biopsie borst
418790007;fluoroscopic angioplastiek van arteria mesenterica inferior
418793009;echo doppler nao , femoropopliteal arterieel
418797005;fluoroscopic lever cavernography
418798000;artrogram van gewricht
418802004;r ö ntgenfoto index vinger
418811004;aspiratie van noncompressible v
418819002;fluoroscopic venogram vena cava superior
418824004;bypass
418827006;angiogram femur en embolie van arteria hypogastrica
418828001;fluoroscopic lumbaal myelografie
418832007;scan whole - body bot
418838006;angiogram carotis interna
418844005;echografische scan nao drainage van prostaat
418846007;fluoroscopic angioplastiek van arteria poplitea
418847003;computertomografie en aspiratie van schildklier
418857002;echografische scan nao borstbiopsie
418863006;scan nao
418867007;angiogram abdominale bloedvaten
418873008;mri angiografie van ventrikels
418876000;fluoroscopic bronchogram
418880005;doorlichting heup
418881009;fluoroscopic venogram been
418889006;echo diafragma
418891003;computertomogram borstkas en buik
418903008;ventriculogram links en coronair
418910002;angiogram spijsverteringsstelsel
418917004;mri van het sleutelbeen
418919001;doorlichting been
418926001;bloedstamcelkweek
418940000;computertomografie artrogram van intratarsal gewricht
418952007;angiogram arteria en van stentplaatsing
418953002;doorlichting van bronchus en van stentplaatsing
418956005;echo doppler nao vertebralis arterie
418964004;verrichting hersenzenuw
418976004;echografische scan van bloedvaten
418979006;fluoroscopic angioplastiek van arteria tibialis
418982001;angiogram coronair en van stentplaatsing
418986003;angiogram arterie van bovenste extremiteit
418988002;doorlichting parotistumor
418993004;flicker perimetrie
418994005;angiogram arterie van onderste extremiteit
419014003;fluoroscopic angioplastiek van arteria carotis interna
419020002;chirurgische anastamosis tussen traanapparaat drainage en neus
419023000;doorlichting en aspiratie van bekken
419031005;fluoroscopic venogram en embolie van testikelvene
419038004;eecp
419059006;mri cerebrale perfusie functieonderzoek
419060001;echo pericard en abcesdrainage
