conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
447114004;12 lead electrocardiogram bij inspanning;447114004;12 lood elektrocardiogram tijdens de oefening;447114004;12 lood elektrocardiogram bij inspanning;447114004;12 lood elektrocardiogram bij inspanning
447115003;volledige resectie van hersenparenchymletsel;447115003;Totale excisie van laesie van hersenweefsel;447115003;totale excisie , hersen -;447115003;totale excisie hersen -
447118001;resectie wrat thv oor;447118001;Excisie van verruca van pinna;447118001;excisie van wratten van oorschelp;447118001;excisie van wratten van oorschelp
447140005;frontale sinusectomie en turbinectomie;447140005;Excisie van frontale sinus en nasale turbinate;447140005;excisie van de frontale sinussen en conchae nasales;447140005;excisie van de frontale sinussen en conchae nasales
447149006;excisie van letsel van traanklier;447149006;Excisie van laesie van de traanklier;447149006;excisie van van de traanklier;447149006;excisie van van de traanklier
447152003;slokdarmaspiratie;447152003;Aspiratie van de slokdarm;447152003;aspiratie van slokdarm;447152003;aspiratie van slokdarm
447153008;aspiratie farynx;447153008;Aspiratie van de keelholte;447153008;aspiratie van farynx;447153008;aspiratie van farynx
447156000;drainage van subduraal empyeem via trepanatie;447156000;Trephination van schedel en afvoer van ruimte op de subduraal empyeem;447156000;trepanatie en empyeemdrainage , subduraal;447156000;trepanatie en empyeemdrainage , subduraal
447166008;hand geassisteerde laparoscopische uitgebreide rechter colectomie;447166008;Hand bijgestaan laparoscopische uitgebreide juiste colectomy;447166008;hand begeleide laparoscopische uitgebreide rechter hemicolectomie;447166008;hand begeleide laparoscopische uitgebreide rechter hemicolectomie
447173003;verwijderen van een spinale gemengd epidurale en intradurale tumor;447173003;Excisie van aaneengesloten gezwellen in extradural en intradural ruimte voor spine;447173003;excisie van contiguous neoplasma extraduraal en intraduraal ruimte van wervelkolom;447173003;excisie van contiguous neoplasma extraduraal en intradural ruimte van
447174009;excisie intraduraal extramedullair ruimte - innemend proces;447174009;Excisie van gezwellen in de intradural extramedullary wervelkolom;447174009;excisie neoplasma intraduraal extramedullaire wervelkolom;447174009;tumorexcisie van intradural extramedullair wervelkolom
447179004;n suralisbiopsie;447179004;Biopsie van sural zenuw;447179004;kuitzenuw biopsie;447179004;kuitzenuw biopsie
447190009;endoscopische decompressie van de nervus opticus ( II );447190009;Endoscopische decompressie van oogzenuw;447190009;endoscopische decompressie van de nervus opticus;447190009;endoscopische decompressie van de nervus opticus
447192001;electrodestructie van eileider;447192001;Electrodestruction van de eileider;447192001;electrodestruction de eileider;447192001;electrodestruction de eileider
447193006;biopsie ulcus penis;447193006;Biopsie van zweer van penis;447193006;biopsie penis;447193006;biopsie penis
447204004;curettage van huidabces;447204004;Curettage van abces holte van huid;447204004;curettage abcesholte huid;447204004;curettage abces gaatje in de huid
447218006;NMR ingu ï nale regio;447218006;Magnetische resonantie beeldvorming van ingu ï nale regio;447218006;mri van lies;447218006;mri lies
447219003;cryoablatie van retina;447219003;Cryoablation van het netvlies;447219003;cryochirurgie van;447219003;cryochirurgie van
447221008;fenestratie van arachnoidale cyste;447221008;Fenestration van van arachnoid cyste;447221008;fenestration van van arachnoidea;447221008;fenestration van van arachnoidea
447224000;MRI anale sfincter;447224000;Magnetische resonantie beeldvorming van anale sluitspier;447224000;mri anale sfincterherstel;447224000;mri anale sfincterherstel
447225004;echografie halsvene;447225004;Ultrasonografie van ader van nek;447225004;echo vena hals;447225004;echo vena hals
447228002;mRI van het acetabulum;447228002;Magnetische resonantie beeldvorming van de heupkom;447228002;mri van acetabulum;447228002;mri van acetabulum
447236006;thoracocentese bij foetus;447236006;Pleurapunctie van foetus;447236006;pleuraholte aspiratie van foetus;447236006;pleuraholte aspiratie van foetus
447239004;MRI lidmaat;447239004;MRI - scanner;447239004;mri van extremiteit;447239004;mri van extremiteit
447243000;bimodale positieve druktitratie;447243000;Bilevelbeelden positieve luchtweg druk titratie;447243000;bilevel positief luchtweg bloeddruk titration;447243000;bilevel positief luchtweg bloeddruk titration
447248009;radiografie van de elleboog;447248009;X - Ray van bone van de elleboog;447248009;r ö ntgenfoto van elleboog;447248009;r ö ntgenfoto van elleboog
447256007;implanteren van een plaat in de wervelkolom;447256007;Implantatie van de plaat in de wervelkolom;447256007;implantatie botplaat naar wervelkolom;447256007;implantatie botplaat naar wervelkolom
447281005;videoageal gastrectomiageal agealo coscopicsocoscopicsh exciageal;447281005;Video - geassisteerde thoraxcopische excisie van de slokdarm;447281005;video hulp bij thoracoscopic oesofagectomie;447281005;video hulp bij thoracoscopic oesofagectomie
447308003;cauterisatie van de blaas;447308003;Excisie van de plasbuis en blaas;447308003;urethrectomie en urineblaas;447308003;excisie van urethra en blaas
447309006;transurethrale incisie blaashals met laser;447309006;Insnijding van de hals van de urineblaas door transuretrale aanpak met behulp van laser;447309006;incisie van de blaas door transurethrale approach using laser;447309006;incisie van blaas door transurethrale approach using laser
447310001;ureteroscopische excisie ureterale tumor;447310001;Endoscopische excisie van gezwellen in de urineleider;447310001;endoscopie van de ureterneoplasma;447310001;endoscopische tumorexcisie ureter
447311002;urethroscopische destructie letsel urethra;447311002;Urethroscopic vernietiging van de laesie van de urethra;447311002;urethroscopic van van urethra;447311002;urethroscopic van van urethra
447327009;endscopische dilatatie farynx;447327009;Endoscopische dilatatie van de keelholte;447327009;endoscopische dilatatie van farynx;447327009;endoscopische dilatatie van farynx
447328004;endoscopische sfeno ï dotomie;447328004;Endoscopische insnijding van sphenoid sinus;447328004;transuretrale incisie van sinus sphenoidalis;447328004;transuretrale incisie van sinus sphenoidalis
447334006;MRI temporaalkwab;447334006;Magnetische resonantie beeldvorming van de temporale kwab;447334006;mri van temporale kwab;447334006;mri van temporale kwab
447338009;aspiratie van het endometrium;447338009;Aspiratie van endometrium;447338009;aspiratie van endometrium;447338009;aspiratie van endometrium
447342007;ureteroscopische laserablatie ureterstrictuur;447342007;Ureteroscopic ablatie van strictuur van urineleider met behulp van laser;447342007;ureteroscopic trigeminusablatie van ureter using laser;447342007;ureteroscopic trigeminusablatie van ureter using laser
447346005;cardiopulmonale inspanningstest;447346005;Cardiopulmonale inspanningstest;447346005;cardiopulmonale inspanningstest;447346005;cardiopulmonale inspanningstest
447347001;laparoscopische D1 lymfeklier disscetie;447347001;Laparoscopische D1 lymfeklierdissectie;447347001;laparoscopische d1 lymfeknopen dissecans;447347001;laparoscopische d1 lymfeknopen dissecans
447361006;repositioneren van corneale flap;447361006;Herpositionering van de cornea flap;447361006;arteri cornea weefsellap;447361006;arteri cornea weefsellap
447365002;insertie biventriculaire implanteerbare defibrillator;447365002;Het inbrengen van biventriculaire implanteerbare cardioverter defibrillator;447365002;plaatsing van biventricular , implanteerbare defibrillator defibrillator;447365002;plaatsing van biventricular implanteerbare defibrillator defibrillator
447366001;bloedpatch;447366001;Injectie van autoloog volbloed in spinale epidurale ruimte;447366001;bloedpatch , epidurale;447366001;bloedpatch , epidurale
447376003;debulking van een spinaal ruimte innemend proces;447376003;Debulking van gezwellen van het ruggenmerg;447376003;debulking van ruggenmergneoplasma;447376003;debulking van ruggenmergneoplasma
447379005;cystoscopie en vernietigen van urethraklep;447379005;Vervanging van inwoning katheter van de urineblaas;447379005;vervanging verblijfskatheter blaas;447379005;vervanging van ( verblijfs ) katheter blaas
447381007;cystoscopie met blaasbiopsie met panendoscoop;447381007;Cystoscopy en vernietiging van de kleppen van de urinebuis;447381007;cystoscopie en destructie van klep urethra;447381007;cystoscopie en destructie van klep urethra
447382000;urethroscopie met destructie urethrakleppen;447382000;Urethroscopy en vernietiging van de kleppen van de urinebuis;447382000;urethroscopie en destructie van klep urethra;447382000;urethroscopie en destructie van klep urethra
447384004;retropubische urethrasuspensie;447384004;Retropubische urethra schorsing;447384004;retropubische urethra suspension;447384004;retropubische urethra suspension
447388001;pericarddrainage onder fluoroscopische controle;447388001;Invoeging van afvoer in het hartzakje met behulp van fluoroscopic begeleiding;447388001;plaatsing van drain naar pericardium using fluoroscopic guidance;447388001;plaatsing van drain naar pericard using fluoroscopic guidance
447393003;nierbiopsie onder fluoroscopische begeleiding;447393003;Biopsie van nier met behulp van fluoroscopic begeleiding;447393003;biopsie van using fluoroscopic guidance;447393003;biopsie van using fluoroscopic guidance
447412005;excisionele biopsie van lymfeklier van nek;447412005;Excisiebiopt van lymfeklieren van de nek;447412005;biopsie lymfeklier hals;447412005;biopsie lymfeklier hals
447417004;ethmoidectomie en turbinectomie;447417004;Excisie van ethmoid sinus en nasale turbinate;447417004;excisie van sinus ethmoidalis en conchae nasales;447417004;excisie van sinus ethmoidalis en conchae nasales
447421006;profylactische mastectomie;447421006;Profylactische mastectomie;447421006;profylaxe mastectomie;447421006;profylaxe mastectomie
447427005;laparoscopische nefropyelolithotomie;447427005;Laparoscopische nephropyelolithotomy;447427005;laparoscopische nephropyelolithotomy;447427005;laparoscopische nephropyelolithotomy
447429008;' pars plana ' excisie van secundair membraan uit de voorste oogkamer;447429008;Excisie van secundaire membraan van anterieure segment van eye door pars plana aanpak;447429008;excisie van secundaire van voorste oogsegment door pars plana;447429008;excisie van secundaire van voorste oogkameranomalie door pars plana
447433001;endoscopische sphenoidectomie met turbinectomie;447433001;Endoscopische excisie van sphenoid sinus en nasale turbinate;447433001;endoscopie van de sinus en conchae nasales;447433001;transuretrale resectie van sinus sphenoidalis en conchae nasales
447479006;transscleraal excisie van secundair membraan uit de voorste oogkamer;447479006;Excisie van secundaire voorste segment membraan door transcleral aanpak;447479006;excisie van secundaire segmentum anterius van door transcleral approach;447479006;excisie van secundaire voorste segment van door transcleral approach
447520005;destructie n glossofaryngeus via infratentoriele approach;447520005;Vernietiging van de glossophyaryngeal zenuw door de aanpak van de infratentorial;447520005;van glossophyaryngeal zenuw door infratentorieel approach;447520005;van glossophyaryngeal zenuw door infratentorieel approach
447525000;myocard perfusie scintigrafie in rust met ECG met technetium Tc - 99m tetrofosmine;447525000;Radionuclide elektrocardiografie gated myocardperfusie rust studie met behulp van technetium Tc 99m ^ ^ tetrofosmin;447525000;scan elektrocardiogram gated myocardperfusie rust kernspinresonantie , using technetium tc ^ 99m ^ tetrofosmin;447525000;scan elektrocardiogram gated myocardperfusie rust functieonderzoek using technetium tc ^ 99m ^ tetrofosmin
447526004;myocard perfusie scintigrafie onder stress met technetium Tc - 99m tetrofosmine;447526004;Radionuclide myocardiale perfusie stress studie met technetium Tc ^ 99m ^ tetrofosmin;447526004;scan myocardperfusie stress kernspinresonantie , using technetium tc ^ 99m ^ tetrofosmin;447526004;scan myocardperfusie stress functieonderzoek using technetium tc ^ 99m ^ tetrofosmin
447537003;excisie meningeoma;447537003;Totale excisie van laesie van de hersenvliezen;447537003;totale excisie van meningen;447537003;totale excisie van meningen
447546009;insertie van een implanteerbaar epiduraal poortsysteem in de lumbale epidurale ruimte;447546009;Inbrengen van implanteerbare epidurale toegangssysteem in lumbale epidurale ruimte;447546009;implantatie implanteerbare epidurale toegang nao naar lumbale epidurale;447546009;implantatie implanteerbare epidurale toegang nao naar lumbale epidurale
